,u,i,ts,label,idx
480,40,238,1082666746,0,480
481,241,241,1082667255,0,481
482,242,242,1082667589,0,482
483,9,132,1082668228,0,483
484,2,190,1082669022,0,484
485,243,243,1082669567,0,485
486,244,244,1082669907,0,486
487,192,243,1082670246,0,487
488,234,244,1082670332,0,488
489,245,245,1082671414,0,489
490,10,126,1082671464,0,490
491,246,246,1082672242,0,491
492,9,132,1082673018,0,492
493,247,247,1082673106,0,493
494,248,248,1082673155,0,494
495,249,249,1082673563,0,495
496,9,132,1082673660,0,496
497,10,243,1082673798,0,497
498,250,250,1082674411,0,498
499,10,165,1082674428,0,499
500,10,248,1082674479,0,500
501,9,132,1082674712,0,501
502,9,20,1082674826,0,502
503,9,140,1082674989,0,503
504,28,67,1082675132,0,504
505,132,146,1082675531,0,505
506,251,251,1082675669,0,506
507,10,216,1082676646,0,507
508,243,216,1082676774,0,508
509,10,216,1082676946,0,509
510,243,152,1082677022,0,510
511,243,73,1082677224,0,511
512,10,216,1082677727,0,512
513,10,14,1082678068,0,513
514,243,149,1082678311,0,514
515,149,243,1082678425,0,515
516,29,229,1082678491,0,516
517,10,14,1082678525,0,517
518,243,149,1082678568,0,518
519,252,252,1082678892,0,519
520,73,243,1082679456,0,520
521,253,253,1082679630,0,521
522,243,30,1082679713,0,522
523,233,89,1082680041,0,523
524,254,254,1082680048,0,524
525,193,244,1082680825,0,525
526,173,73,1082681204,0,526
527,173,73,1082681565,0,527
528,173,13,1082681842,0,528
529,173,228,1082681939,0,529
530,255,255,1082682010,0,530
531,173,73,1082682323,0,531
532,256,256,1082682639,0,532
533,257,257,1082683437,0,533
534,258,258,1082684279,0,534
535,233,89,1082684296,0,535
536,156,49,1082684986,0,536
537,156,243,1082685004,0,537
538,156,132,1082685015,0,538
539,74,89,1082685034,0,539
540,10,193,1082685367,0,540
541,10,235,1082685412,0,541
542,10,44,1082685454,0,542
543,10,258,1082685656,0,543
544,10,235,1082685729,0,544
545,10,171,1082685882,0,545
546,173,73,1082686159,0,546
547,173,189,1082686380,0,547
548,235,189,1082686464,0,548
549,189,235,1082686505,0,549
550,10,235,1082686515,0,550
551,173,189,1082686527,0,551
552,259,259,1082686531,0,552
553,260,260,1082686647,0,553
554,48,129,1082686750,0,554
555,235,189,1082686758,0,555
556,173,189,1082686826,0,556
557,173,189,1082686874,0,557
558,189,235,1082686880,0,558
559,235,189,1082686944,0,559
560,10,235,1082686958,0,560
561,10,235,1082687412,0,561
562,10,235,1082688209,0,562
563,261,261,1082690222,0,563
564,28,216,1082690272,0,564
565,28,216,1082691266,0,565
566,147,245,1082692264,0,566
567,192,29,1082692812,0,567
568,262,262,1082692917,0,568
569,104,62,1082693857,0,569
570,263,263,1082693961,0,570
571,192,104,1082694056,0,571
572,48,67,1082694259,0,572
573,9,181,1082694270,0,573
574,192,104,1082694284,0,574
575,104,62,1082694293,0,575
576,48,212,1082694703,0,576
577,264,264,1082694820,0,577
578,9,44,1082695254,0,578
579,9,69,1082695346,0,579
580,9,201,1082695417,0,580
581,9,181,1082695470,0,581
582,48,84,1082695479,0,582
583,9,181,1082695685,0,583
584,28,29,1082695709,0,584
585,9,181,1082695858,0,585
586,9,181,1082696029,0,586
587,173,13,1082696242,0,587
588,173,73,1082696289,0,588
589,53,60,1082696340,0,589
590,179,210,1082696377,0,590
591,173,73,1082696867,0,591
592,265,265,1082697302,0,592
593,266,266,1082697344,0,593
594,53,60,1082697360,0,594
595,53,180,1082697566,0,595
596,267,267,1082697883,0,596
597,53,180,1082698321,0,597
598,53,180,1082698363,0,598
599,173,180,1082698458,0,599
600,53,180,1082698568,0,600
601,173,180,1082698575,0,601
602,53,152,1082699533,0,602
603,16,67,1082699537,0,603
604,53,171,1082699644,0,604
605,268,268,1082699722,0,605
606,9,4,1082699786,0,606
607,9,4,1082699882,0,607
608,9,142,1082700357,0,608
609,9,165,1082700484,0,609
610,269,269,1082700799,0,610
611,243,189,1082702647,0,611
612,179,243,1082703012,0,612
613,48,110,1082703104,0,613
614,270,270,1082703384,0,614
615,48,110,1082703399,0,615
616,271,271,1082703509,0,616
617,48,110,1082703523,0,617
618,210,150,1082703726,0,618
619,48,110,1082703784,0,619
620,243,189,1082703851,0,620
621,210,146,1082703915,0,621
622,210,13,1082703929,0,622
623,48,110,1082703932,0,623
624,210,152,1082704011,0,624
625,210,189,1082704195,0,625
626,243,189,1082704513,0,626
627,164,73,1082705414,0,627
628,189,243,1082705646,0,628
629,28,29,1082705781,0,629
630,13,210,1082705807,0,630
631,73,164,1082706042,0,631
632,61,146,1082706144,0,632
633,243,189,1082706230,0,633
634,243,189,1082706419,0,634
635,188,29,1082706572,0,635
636,36,193,1082706881,0,636
637,36,210,1082707022,0,637
638,36,237,1082707156,0,638
639,28,216,1082707260,0,639
640,173,216,1082708483,0,640
641,173,13,1082708665,0,641
642,173,13,1082709376,0,642
643,173,216,1082709514,0,643
644,77,171,1082709517,0,644
645,49,171,1082709699,0,645
646,204,77,1082709741,0,646
647,49,13,1082709751,0,647
648,204,49,1082709881,0,648
649,49,216,1082709885,0,649
650,204,49,1082710013,0,650
651,204,77,1082710149,0,651
652,272,272,1082710241,0,652
653,204,49,1082710311,0,653
654,204,77,1082710514,0,654
655,204,77,1082710656,0,655
656,49,216,1082710727,0,656
657,192,77,1082710939,0,657
658,49,216,1082711072,0,658
659,273,273,1082711130,0,659
660,192,49,1082711340,0,660
661,192,49,1082711508,0,661
662,274,274,1082711536,0,662
663,192,77,1082711558,0,663
664,192,49,1082711727,0,664
665,275,275,1082711817,0,665
666,210,36,1082712954,0,666
667,210,13,1082712968,0,667
668,45,230,1082713836,0,668
669,276,276,1082721126,0,669
670,277,277,1082721324,0,670
671,278,278,1082731248,0,671
672,9,44,1082734403,0,672
673,9,210,1082734445,0,673
674,13,49,1082734868,0,674
675,279,279,1082736416,0,675
676,9,29,1082736910,0,676
677,280,280,1082737881,0,677
678,281,281,1082738030,0,678
679,136,210,1082738281,0,679
680,11,216,1082738459,0,680
681,282,282,1082738510,0,681
682,10,210,1082738615,0,682
683,10,216,1082738693,0,683
684,10,275,1082739185,0,684
685,9,29,1082739793,0,685
686,283,283,1082740715,0,686
687,48,67,1082740759,0,687
688,28,245,1082741851,0,688
689,28,106,1082741871,0,689
690,28,76,1082741929,0,690
691,28,276,1082741976,0,691
692,28,214,1082742062,0,692
693,28,218,1082742154,0,693
694,28,277,1082742174,0,694
695,28,146,1082742191,0,695
696,28,146,1082742200,0,696
697,28,189,1082742223,0,697
698,28,31,1082742244,0,698
699,28,30,1082742342,0,699
700,28,225,1082742437,0,700
701,284,284,1082742438,0,701
702,28,237,1082742557,0,702
703,285,285,1082743098,0,703
704,2,189,1082743193,0,704
705,286,286,1082743215,0,705
706,287,287,1082743350,0,706
707,1,95,1082743437,0,707
708,10,216,1082743570,0,708
709,1,95,1082743630,0,709
710,288,288,1082743836,0,710
711,89,74,1082744084,0,711
712,1,146,1082744601,0,712
713,289,289,1082744985,0,713
714,290,290,1082746111,0,714
715,85,150,1082746365,0,715
716,291,291,1082746420,0,716
717,10,169,1082749470,0,717
718,292,292,1082749708,0,718
719,233,89,1082750334,0,719
720,180,137,1082751316,0,720
721,293,293,1082751474,0,721
722,180,11,1082751545,0,722
723,28,30,1082751768,0,723
724,10,167,1082752811,0,724
725,192,49,1082753481,0,725
726,294,294,1082754030,0,726
727,28,162,1082754626,0,727
728,28,30,1082754855,0,728
729,28,289,1082755698,0,729
730,48,213,1082756320,0,730
731,295,295,1082756379,0,731
732,28,146,1082756474,0,732
733,28,29,1082756806,0,733
734,296,296,1082759438,0,734
735,9,20,1082761058,0,735
736,210,189,1082761079,0,736
737,210,20,1082761155,0,737
738,9,20,1082761323,0,738
739,9,20,1082761376,0,739
740,9,20,1082761416,0,740
741,137,180,1082761529,0,741
742,2,283,1082761565,0,742
743,9,142,1082763062,0,743
744,9,20,1082763236,0,744
745,282,73,1082765299,0,745
746,20,30,1082766148,0,746
747,10,275,1082766442,0,747
748,10,216,1082766511,0,748
749,10,210,1082766598,0,749
750,10,20,1082766629,0,750
751,28,30,1082766664,0,751
752,297,297,1082766780,0,752
753,298,298,1082769626,0,753
754,11,180,1082770420,0,754
755,299,299,1082770802,0,755
756,300,300,1082771078,0,756
757,299,97,1082771534,0,757
758,261,73,1082772926,0,758
759,29,295,1082773905,0,759
760,146,30,1082774652,0,760
761,29,146,1082774823,0,761
762,37,162,1082775164,0,762
763,37,67,1082775236,0,763
764,37,74,1082775272,0,764
765,37,300,1082775310,0,765
766,37,294,1082775345,0,766
767,37,289,1082775364,0,767
768,37,274,1082775410,0,768
769,37,264,1082775432,0,769
770,37,265,1082775448,0,770
771,37,258,1082775478,0,771
772,150,85,1082775568,0,772
773,37,150,1082775593,0,773
774,150,225,1082775621,0,774
775,150,292,1082775696,0,775
776,150,158,1082775714,0,776
777,150,157,1082775726,0,777
778,173,180,1082776060,0,778
779,137,289,1082776165,0,779
780,29,229,1082776308,0,780
781,30,146,1082776942,0,781
782,30,295,1082777035,0,782
783,173,13,1082777782,0,783
784,173,47,1082777951,0,784
785,155,225,1082778341,0,785
786,29,40,1082778841,0,786
787,301,301,1082779328,0,787
788,192,261,1082780161,0,788
789,28,146,1082780636,0,789
790,37,150,1082780680,0,790
791,302,302,1082780860,0,791
792,28,59,1082780902,0,792
793,28,300,1082780943,0,793
794,303,303,1082781066,0,794
795,28,152,1082781104,0,795
796,173,216,1082781932,0,796
797,29,95,1082782053,0,797
798,29,216,1082782117,0,798
799,29,118,1082782194,0,799
800,303,144,1082782221,0,800
801,173,149,1082782702,0,801
802,243,216,1082782793,0,802
803,295,30,1082782972,0,803
804,173,13,1082783436,0,804
805,53,248,1082783687,0,805
806,173,13,1082783710,0,806
807,173,13,1082783769,0,807
808,48,216,1082783817,0,808
809,173,13,1082783877,0,809
810,173,13,1082783953,0,810
811,299,295,1082783966,0,811
812,299,295,1082783968,0,812
813,53,216,1082784016,0,813
814,37,13,1082784048,0,814
815,173,13,1082784136,0,815
816,301,13,1082784156,0,816
817,37,13,1082784158,0,817
818,304,304,1082784220,0,818
819,305,305,1082784245,0,819
820,301,13,1082784250,0,820
821,37,13,1082784273,0,821
822,299,13,1082784305,0,822
823,173,13,1082784311,0,823
824,37,13,1082784316,0,824
825,301,13,1082784362,0,825
826,37,13,1082784365,0,826
827,299,13,1082784375,0,827
828,173,13,1082784390,0,828
829,29,295,1082784392,0,829
830,301,13,1082784413,0,830
831,37,13,1082784445,0,831
832,306,306,1082784494,0,832
833,301,13,1082784503,0,833
834,37,13,1082784510,0,834
835,299,13,1082784519,0,835
836,173,13,1082784545,0,836
837,37,305,1082784570,0,837
838,37,305,1082784574,0,838
839,295,105,1082784596,0,839
840,295,305,1082784613,0,840
841,29,303,1082784625,0,841
842,29,305,1082784641,0,842
843,301,13,1082784666,0,843
844,295,272,1082784668,0,844
845,37,13,1082784706,0,845
846,29,272,1082784720,0,846
847,37,13,1082784739,0,847
848,37,13,1082784836,0,848
849,37,13,1082784859,0,849
850,37,13,1082784943,0,850
851,299,13,1082784970,0,851
852,192,295,1082785084,0,852
853,37,13,1082785198,0,853
854,37,305,1082785255,0,854
855,37,305,1082785295,0,855
856,37,13,1082785326,0,856
857,37,305,1082785351,0,857
858,37,13,1082785414,0,858
859,299,13,1082785425,0,859
860,29,305,1082785429,0,860
861,37,305,1082785439,0,861
862,307,307,1082785450,0,862
863,29,305,1082785520,0,863
864,37,305,1082785524,0,864
865,37,13,1082785556,0,865
866,37,307,1082785571,0,866
867,29,305,1082785654,0,867
868,37,13,1082785671,0,868
869,299,13,1082785686,0,869
870,37,305,1082785690,0,870
871,37,307,1082785712,0,871
872,305,29,1082785833,0,872
873,37,13,1082785868,0,873
874,37,305,1082785885,0,874
875,307,305,1082785894,0,875
876,307,305,1082785901,0,876
877,307,306,1082785970,0,877
878,37,305,1082785974,0,878
879,307,117,1082786024,0,879
880,37,307,1082786107,0,880
881,37,181,1082786127,0,881
882,37,13,1082786157,0,882
883,29,305,1082786183,0,883
884,37,307,1082786290,0,884
885,37,13,1082786313,0,885
886,37,305,1082786326,0,886
887,305,307,1082786358,0,887
888,308,308,1082786367,0,888
889,305,307,1082786422,0,889
890,305,29,1082786470,0,890
891,37,307,1082786500,0,891
892,37,305,1082786555,0,892
893,37,307,1082786560,0,893
894,29,305,1082786581,0,894
895,37,13,1082786587,0,895
896,93,304,1082786681,0,896
897,37,13,1082786870,0,897
898,305,29,1082786914,0,898
899,29,305,1082786974,0,899
900,37,305,1082787021,0,900
901,305,29,1082787044,0,901
902,303,29,1082787083,0,902
903,29,305,1082787099,0,903
904,29,303,1082787129,0,904
905,37,264,1082787200,0,905
906,309,309,1082787239,0,906
907,303,29,1082787326,0,907
908,37,264,1082787437,0,908
909,37,305,1082787445,0,909
910,305,29,1082787457,0,910
911,13,118,1082787479,0,911
912,118,13,1082787497,0,912
913,13,118,1082787507,0,913
914,118,13,1082787536,0,914
915,37,264,1082787547,0,915
916,37,305,1082787571,0,916
917,29,303,1082787590,0,917
918,13,118,1082787602,0,918
919,118,13,1082787633,0,919
920,37,264,1082787638,0,920
921,28,29,1082787660,0,921
922,37,305,1082787673,0,922
923,13,118,1082787676,0,923
924,29,305,1082787683,0,924
925,303,29,1082787717,0,925
926,29,303,1082787811,0,926
927,37,264,1082787845,0,927
928,37,305,1082787874,0,928
929,37,264,1082787884,0,929
930,37,264,1082787892,0,930
